Date,Strategy_LSTM_Opt,Baseline_EqualWeight
2018-09-05,-0.005112657973111629,-0.006747941139776418
2018-09-06,0.0032579297327904773,-4.9363070869787654e-05
2018-09-07,-0.0002371674868861702,0.0013891166009095631
2018-09-10,0.0034974870641272396,0.00010173214655308611
2018-09-11,0.0019164917360034556,0.0033765061455684094
2018-09-12,0.0038183204548623653,0.0033420062182746867
2018-09-13,-0.0042285374596838735,0.003317619511085592
2018-09-14,-0.0038287270761262647,-0.003043383324182312
2018-09-17,-0.0031436205893467335,-0.006662456015164118
2018-09-18,0.010031429679385558,0.008680552289142315
2018-09-19,-0.0016236803365629127,-0.002664310567672228
2018-09-20,0.003901402966034882,0.005179257992552167
2018-09-21,-0.0006753674047881996,0.0006086884714661167
2018-09-24,0.002815345776596916,0.003984002995774176
2018-09-25,0.0006779229180404272,0.001217983139026355
2018-09-26,0.0020550264807314383,0.002727533798918885
2018-09-27,0.001105878949963514,0.0034607762063659222
2018-09-28,-0.0001799051857499122,0.0006335026742623208
2018-10-02,0.0051012501699502005,0.0021247791326682113
2018-10-03,6.989545280027248e-05,0.0008375901160779507
2018-10-04,-0.008051450595674227,-0.007963249445942261
2018-10-05,-0.010829876715870101,-0.009089534761374297
2018-10-08,0.004528676822612265,-4.883367489054553e-05
2018-10-09,-0.0001649944248098838,-0.006287830440979124
2018-10-10,-0.027628025273617143,-0.03279904491676714
2018-10-11,-0.024464644261026437,-0.020440565168364788
2018-10-12,0.014919916985889528,0.013644479504586584
2018-10-15,-0.0011371403486327037,-0.004048712202130683
2018-10-16,0.025257595298012085,0.01976974633856214
2018-10-17,-0.004992082750153327,0.0005033735332114864
2018-10-18,-0.01699460297820461,-0.018659787329290266
2018-10-19,-0.0143247150522698,-0.004694304325334134
2018-10-22,-0.010071328558614614,-0.011587569425912358
2018-10-23,-0.007209759112802729,-0.00867666563511049
2018-10-24,-0.02951806652493301,-0.03426706594206049
2018-10-25,0.020567225262145963,0.020771130160177044
2018-10-26,-0.019995951976622586,-0.01419258851456369
2018-10-29,-0.008825629968462678,-0.007176954897433261
2018-10-30,0.022723753665174717,0.01727727121027278
2018-10-31,-0.0009906016607675202,0.00908629795860411
2018-11-02,-0.013601612194464409,-0.00784118957327278
2018-11-05,0.0029399773949076785,0.004701191758382952
2018-11-06,-0.002439650025799067,0.006601609328555894
2018-11-07,0.026703649646630325,0.02704956182293445
2018-11-08,-0.006487723956226321,-0.003662440719297035
2018-11-09,-0.014640300046990374,-0.008692767861043223
2018-11-12,-0.023858950060724405,-0.020469948535076242
2018-11-13,0.00633627866758415,-0.00013485685791904596
2018-11-14,-0.010725665075245973,-0.010232116448144061
2018-11-15,0.0017227998782952895,0.006265985092096139
2018-11-16,-0.02253039384977238,-0.0017282806884601847
2018-11-19,-0.04465693116712713,-0.025979480027365224
2018-11-20,-0.015716547832704847,-0.019780226458879332
2018-11-21,0.0060205825891860975,0.0025967340364578184
2018-11-23,-0.00018103527129402735,-0.002608557624080676
2018-11-26,0.018021256229544425,0.014782080787259748
2018-11-27,0.0040658065505399625,0.005222032789407681
2018-11-28,0.04560050303791459,0.03323655886557015
2018-11-29,0.005758777651968194,0.0015296929373324844
2018-11-30,-0.0011804080997292127,0.005341203999460856
2018-12-04,-0.03260056901006373,-0.03244788850172087
2018-12-06,0.0025339151386858344,0.0006942890213192772
2018-12-07,-0.029837074613493157,-0.02702416613543388
2018-12-10,0.006073266779732425,0.004699526400996772
2018-12-11,0.002168858196815309,0.002824133391807918
2018-12-12,0.008937159436616177,0.00953447382888054
2018-12-13,0.0026323676512287272,-0.0007723971443882989
2018-12-14,-0.02023352199084298,-0.024343026351057864
2018-12-17,-0.02155407032777173,-0.020545564552283506
2018-12-18,0.0007021737464653047,-0.0027449961641446943
2018-12-19,-0.017818041213403066,-0.016322815647403736
2018-12-20,-0.02817130432188746,-0.019245769020438185
2018-12-21,-0.02249873394229855,-0.020756977548206598
2018-12-24,-0.022353442571462732,-0.02392355563317503
2018-12-26,0.058332455719622416,0.05300679890503976
2018-12-27,0.007813972536945074,0.008430635811686479
2018-12-28,0.0024885328735362562,-0.00010032584659952086
2018-12-31,0.010976892950779355,0.009739540468601888
2019-01-03,-0.02894976088905145,-0.02930373939323993
2019-01-04,0.02527491701824701,0.033498327440848304
2019-01-07,0.018876025647233535,0.011249181197638935
2019-01-08,0.009646147219389058,0.009314276473936617
2019-01-09,0.007488645693008139,0.0029451895208298666
2019-01-10,0.008849098135555296,0.005484346471027339
2019-01-11,-0.0037065090563986832,0.0002652259576487521
2019-01-14,-0.00895791046249772,-0.007142408323456806
2019-01-15,0.007954679453257294,0.011468914798627055
2019-01-16,-0.001442987060740214,-0.002421559598571704
2019-01-17,0.0071225273438158,0.008463765922253896
2019-01-18,0.013175929708559627,0.0129423611143118
2019-01-22,-0.010259395846618677,-0.012696888112819186
2019-01-23,0.002743896818600649,0.0016986288594940438
2019-01-24,0.0022607407727845198,-0.00031191765229755775
2019-01-25,0.01038349283609004,0.006967861481627162
2019-01-28,-0.017513761401747315,-0.01216350264328913
2019-01-29,0.004233595529146316,0.0018147641546402194
2019-01-30,0.009429944008783825,0.015903589764829584
2019-01-31,0.006510265769702688,0.009826301445594023
2019-02-04,0.001632505139677633,0.006312869553141861
2019-02-05,-0.0019497449218115804,0.0025496740559601033
2019-02-06,0.006622592270148976,0.0024360666576219822
2019-02-07,0.004757782151015643,-0.007974588186225246
2019-02-08,0.0021022677787024898,0.0019590413285611465
2019-02-11,0.002957451547729001,0.0009730762289465692
2019-02-12,0.008334809091544817,0.010802874303291793
2019-02-13,0.0010325596705875214,0.0017676142981202343
2019-02-14,0.0027636139136282527,0.0010650428569636695
2019-02-15,0.012755062475069068,0.0115008273904871
2019-02-19,0.0006599868912210843,-0.00021751781701916437
2019-02-20,-0.008473504707659311,0.001092075917002703
2019-02-21,-0.0015299151699172768,-0.005655677009953311
2019-02-22,0.005236388902609509,0.006446554518737758
2019-02-25,-0.0013872773426573106,0.0019180221106285993
2019-02-26,-0.0034264350073503606,-1.5447272829274204e-05
2019-02-27,-0.00729565760149116,-0.004279791333942032
2019-02-28,-0.0002460276492216559,-0.0008372063305123455
2019-03-04,0.00255154394546031,-0.004680047598276259
2019-03-05,-0.0015975110645478604,-0.0002675081656909129
2019-03-06,-0.015229681464603875,-0.00842869051163837
2019-03-07,-0.01957905463797697,-0.009911638419073955
2019-03-08,-0.00977348856453224,-0.002861257587619419
2019-03-11,0.016384428045373784,0.01277703320655964
2019-03-12,0.0036595943152195314,0.0019752638326617374
2019-03-13,0.006085609037132488,0.007405835038113135
2019-03-14,-0.009064948093983735,-0.002705877020052007
2019-03-15,0.007325394838032572,0.006219793232039267
2019-03-18,0.007571179582265319,0.00397528561164304
2019-03-19,0.012795100224890825,0.0039154866964313285
2019-03-20,-0.009350668007801361,-0.006354853455577522
2019-03-21,0.020502274005130893,0.005152279383215434
2019-03-22,-0.021914990485397714,-0.02024077580054309
2019-03-25,-0.00043013320341104546,-0.0002982184815258637
2019-03-26,0.010808756751998737,0.004989116275625716
2019-03-27,-0.0068536274568840524,-0.004696220763980701
2019-03-28,0.005194605482551224,0.004977864964914103
2019-03-29,0.007565025376486802,0.008295895922369595
