Date,Strategy_LSTM_Opt,Baseline_EqualWeight
2018-09-05,-0.0015671125994581648,-0.00674802532269334
2018-09-06,-0.0036226212054284008,-4.932000504897558e-05
2018-09-07,0.002230834006741356,0.0013891527695976793
2018-09-10,0.0016046264718883488,0.00010170466584314722
2018-09-11,0.0036600965804562072,0.0033765119704296078
2018-09-12,0.002945384594174039,0.0033419927444262323
2018-09-13,0.005992279161807934,0.003317573033638564
2018-09-14,-0.0012088263500056764,-0.003043334637640918
2018-09-17,-0.004961595918333117,-0.006662458206334156
2018-09-18,0.009608837599752817,0.008680521718995174
2018-09-19,-0.0009702260606655246,-0.002664245319167922
2018-09-20,0.0017703573260638098,0.00517923308952149
2018-09-21,-0.0005293089000387057,0.0006087364504629631
2018-09-24,0.0017347859215220756,0.003983947071184062
2018-09-25,0.0029830053968463942,0.001218052198232549
2018-09-26,0.0033091726333059233,0.002727509938749542
2018-09-27,0.003328212960005406,0.0034607732814981957
2018-09-28,0.0004507808046629425,0.000633514311817187
2018-10-02,0.005204894521232406,0.0021248204642906796
2018-10-03,-0.0014621218880454202,0.0008375730705103271
2018-10-04,-0.00930824690217378,-0.007963287858006414
2018-10-05,-0.009198951261652866,-0.0090894661853254
2018-10-08,0.004255304266721182,-4.883732346764204e-05
2018-10-09,0.00078970864154555,-0.006287865791598532
2018-10-10,-0.02732388744555885,-0.03279904905397992
2018-10-11,-0.02528150720832003,-0.020440514902733214
2018-10-12,0.015463665032161567,0.013644452430334195
2018-10-15,-0.000318231062091723,-0.004048678966428709
2018-10-16,0.02429378940269418,0.019769741507020294
2018-10-17,0.0032283027690729335,0.0005033425966190152
2018-10-18,-0.013759196714717748,-0.01865980222305697
2018-10-19,-0.01245552848563998,-0.004694331176640188
2018-10-22,-0.006873289836633401,-0.011587555546874037
2018-10-23,-0.0075364055395339856,-0.008676668033721094
2018-10-24,-0.027552840411945122,-0.03426705028382162
2018-10-25,0.022826879774703105,0.0207711187625033
2018-10-26,-0.020595207439011578,-0.01419252205558415
2018-10-29,-0.006132036801688213,-0.007176959842654811
2018-10-30,0.029218321657372395,0.01727724943983114
2018-10-31,-0.0022894056427988476,0.00908627288084172
2018-11-02,-0.016365631177467855,-0.00784115068771645
